time,sent_src
han,今公行一朝之忿，不顾燕王之无臣，非忠也；
han,范蠡事越王句践，既苦身戮力，与句践深谋二十馀年，竟灭吴，北渡兵于淮以临齐、晋，号令中国，以尊周室，句践以霸，而范蠡称上将军。
han,诸此祠皆太祝常主，以岁时奉祠之。
han,少孔子三十岁。
han,沛公立为汉王，韩信从入汉中，乃说汉王曰：而王独远居此，此左迁也。
song,始兴太守孙奉伯止献琴、书，上大怒，封药赐死，既而原之。
han,汉十年，信令王黄等说误陈豨。
han,田乞、田豹之徒由此怨高、国等。
song,乙未，以萧赜为领军将军，萧嶷为江州刺史。
song,荣祖曰：孝武之行，足致馀殃。
song,上终不许，曰：毕汝一世，无所多言。
song,肇以在朝亲族至少，乃邀结朋援，不附者陷以大罪。
han,后齐湣王灭宋，益骄，欲去孟尝君。
han,旦新受命三王，兹道能念予一人。
song,以列侯葬淮南王于雍，置守冢三十户。
han,居顷之，景帝以固为廉直，拜为清河王太傅。
han,二十三年十一月丁卯，越败吴。
han,丁公为项羽逐窘高祖彭城西，短兵接，高祖急，顾丁公曰：两贤岂相戹哉！
han,易，福薄。
han,陛下必欲致之，则贵其使者，令有亲属，以客礼待之，勿卑，使各佩其信印，乃可使通言于神人。
han,高曰：此贤主之所能行也，而昬乱主之所禁也。
han,鞅复见孝公，孝公善之而未用也。
han,其明年冬，天子郊雍，议曰：今上帝朕亲郊，而后土毋祀，则礼不答也。
han,患且至，则船风引而去。
han,至齐，齐人或言聂政勇敢士也，避仇隐于屠者之间。
han,阖闾闻之，引兵去楚，归击夫概。
han,三者世主不臣，说士不载，故智者不再计，勇士不怯死。
han,色赤而有角，其所居国昌。
han,楚怀王以沛公为砀郡长，将砀郡兵。
han,太常令所征儒士各对策，百馀人，弘第居下。
song,彼或可以权计相须，若及此引决，犹可保全门户，不失后名。
han,其当效而出也，色白为旱，黄为五谷熟，赤为兵，黑为水。
song,戊子，魏大赦。
song,入主衣库，令何后及宠姬以诸宝器相投击破碎之，用为笑乐。
han,故尊之上玄尊也，俎之上腥鱼也，豆之先大羹，一也。
song,铸钱之弊，在轻重屡变。
han,拔魏之河内，取城大小六十馀。
song,且南安王事母孝谨，闻于中外，并特免死，削夺官爵，禁锢终身。
song,但臣以至亲，久参机要，宠灵辉赫，海内莫及；
han,于是遂闭关绝约于齐，张仪至秦，详失绥堕车，不朝三月。
han,五千顷故尽河壖弃地，民茭牧其中耳，今溉田之，度可得谷二百万石以上。
song,加李平散骑常侍。
han,而坐须贾于堂下，数曰：为我告魏王，急持魏齐头来！
han,二十五年，周王使人告难于晋、秦。
han,匈奴复聚兵楼烦西北，汉令车骑击破匈奴。
han,秦始皇既灭三晋，走燕王，而数破荆师。
han,楚曰：我蛮夷也。
song,邓琬大送资粮，畏兴世，不敢进。
song,蔡兴宗曰：今普天同叛，宜镇之以静，至信待人。
han,子鱼曰：祸犹未也。
han,韩信说汉王曰：项羽王诸将之有功者，而王独居南郑，是迁也。
han,赵王以为老，遂不召。
han,于是乃立子坚，是为襄公。
han,子嗣，后为列侯。
han,厉公元年，初立，欲和诸侯，与秦桓公夹河而盟。
song,癸卯，还。
song,而嶷事太子愈谨，故太子友爱不衰。
song,鸾欲征之，恐其不从。
song,慕容白曜筑长围以攻之，自二月至于夏四月，乃克之。
han,十九年，献公曰：始吾先君庄伯、武公之诛晋乱，而虢常助晋伐我，又匿晋亡公子，果为乱。
han,高祖曰：吾闻天有五帝，而有四，何也？
han,无子，绝，国除。
han,单于信之，而贪马邑财物，乃以十万骑入武州塞。
han,卫、赵之所以国全兵劲而地不并于诸侯者，宋、中山数伐割地，而国随以亡。
han,及诛诸吕，立孝文帝，陆生颇有力焉。
han,同糅玉石兮，一而相量。
han,于是孔甲为陈涉博士，卒与涉俱死。
han,秦复欲攻魏，先败韩申差军，斩首八万，诸侯震恐。
han,由此田氏得齐众心，宗族益彊，民思田氏。
han,御鞅言简公曰：田、监不可并也，君其择焉。
han,庚者，言阴气庚万物，故曰庚；
song,将还，上亲送至琅邪城，己卯，魏作明堂，改营太庙。
han,悉召故秦祝官，复置太祝、太宰，如其故仪礼。
song,甲子，立皇子统为太子。
song,会夜，永潜入城，曰：吾北望已久，恐洛阳难可复见；
han,二十一年，朝晋平公。
song,登寿阳城，北望肥水，谓部下曰：卿等欲富贵乎？
han,留三日，赵高诈诏卫士，入告二世曰：山东群盗兵大至！
han,客惭，自刭。
han,四子，长子伉为侯世子，侯世子常侍中，贵幸。
han,微子开卒，立其弟衍，是为微仲。
song,初，为鱼复侯子响所杀。
han,上至，相国谒。
han,今上病，属任吕后。
han,郑桓公友者，周厉王少子而宣王庶弟也。
song,甲午，王即皇帝位于南崐郊。
han,自初起沛还至砀，一岁二月。
han,初，匈奴好汉缯絮食物，中行说曰：匈奴人众不能当汉之一郡，然所以彊者，以衣食异，无仰于汉也。
song,自然离散，何谓持久？
han,是时汉边郡李广、程不识皆为名将，然匈奴畏李广之略，士卒亦多乐从李广而苦程不识。
song,以太后令召袁粲、褚渊、刘秉入会议。
han,物固有之，安得常法哉！
song,宇文福奏称石济以西、河内以东，距黄河十里方圆之地为牧场。
han,莱侯来伐，与之争营丘。
song,魏主不从，复遣平西将军奚康生将兵逆之。
han,至营，将军亚夫持兵揖曰：介胄之士不拜，请以军礼见。
han,灵公疾，崔杼迎故太子光而立之，是为庄公。
han,由是观之，王者所重也。
han,高帝以长子肥为齐王，而以参为齐相国。
han,参去，属其后相曰：后相曰：治无大于此者乎？
han,非其罪也，虽累辱而不愧也。
han,四年，朝天子。
han,转南，破薛郡长，身虏骑将一人。
han,帝太甲既立三年，暴虐，不遵汤法，乱德，于是伊尹放之于桐宫。
han,怀王悔，使人追仪，弗及。
han,国人追之，败诸姑蔑。
han,吕将军走，收兵复聚。
han,二十六年，猎鲁郊，因入鲁，与晏婴俱问鲁礼。
han,孝惠、高后时，为天下初定，复弛商贾之律，以赋于民。
han,出东方，大而白，有兵于外，解。
han,曰：越人庄舄仕楚执珪，有顷而病。
han,若是者，交疏也。
han,楚申公巫臣盗夏姬以奔晋，晋以巫臣为邢大夫。
song,所以为其用者，无由自溃。
han,留侯从上击代，出奇计马邑下，及立萧何相国，所与上从容言天下事甚众，非天下所以存亡，故不著。
pre-qin,故曰：责难于君谓之恭，陈善闭邪谓之敬，吾君不能谓之贼。
han,列星，其宿地忧。
han,自邯郸围解五年，而燕用栗腹之谋，曰赵壮者尽于长平，其孤未壮，举兵击赵。
han,庸职之妻好，公内之宫，使庸职骖乘。
han,秋，狐突之下国，遇申生，申生与载而告之曰：夷吾无礼，余得请于帝，将以晋与秦，秦将祀余。
song,从行至霸陵，上谓群臣曰：嗟乎！
han,汉元年十月，沛公兵遂先诸侯至霸上。
han,魏勃绐召平曰：王欲发兵，非有汉虎符验也。
han,齐人弑悼公，立其子简公。
han,简微耳，浊氏连骑。
han,沛公又让不受，曰：仓粟多，非乏，不欲费人。
han,凡群臣之言事秦者，皆奸人，非忠臣也。
song,汉皇帝，贤天子。
song,倍约、离兄弟之亲者，常在匈奴。
han,晋亦罢。
han,不如因赂之一名都，与之伐齐，是我亡于秦，取偿于齐也，吾国尚可全。
han,立社稷，脩宗庙，以明主之贤。
han,仲君平卒，子宫伯侯立。
han,卫将军数言上，上不召。
han,天者，地者，日月者，无穷者，道之极也。
han,文侯曰：子言则可，然吾国小，西迫彊赵，南近齐，齐、赵彊国也。
han,四十九年正月，益发卒佐陵。
song,甲辰，魏大赦。
han,项羽已救赵，当还报，而擅劫诸侯兵入关，罪三。
han,秦之使者闻孟尝君复相齐，还车而去矣。
han,其弟立，为昭王。
han,晏子怪而问之，御以实对。
han,浊者，触也，言万物皆触死也，故曰浊。
han,居无何，项羽救赵，击秦军，果虏王离，王离军遂降诸侯。
song,辛巳，魏太皇太后及魏主如代郡温泉。
han,昭帝缘恩宽忍，抑案不扬。
han,郤克曰：必得萧桐侄子为质。
han,孟尝君在薛，招致诸侯宾客及亡人有罪者，皆归孟尝君。
han,约四国为一以攻赵，赵，必四分其地。
song,所言过哀之咎，谅为未衷。
han,于是王使人召之，曰：来，吾免尔父。
han,九月壬戌，与晋惠公夷吾合战于韩地。
han,然周武王崩，成王少，天下既疑，赖同母之弟成叔、厓季之属十人为辅拂，是以诸侯卒宗周，曹叔振铎者，武王已克殷纣，封叔振铎于曹。
han,成王怒，诛子玉。
han,礼毕，燎堂下。
song,百姓闻吴河东来，便望风自退，若非积取三吴人情，何以得弭伏如此！
han,当此时，彭越将兵居梁地，往来苦楚兵，绝其粮食。
song,胡太后以诸将不壹，乃以吏部尚书李平为使持节、镇军大将军兼尚书右仆射，将步骑二千赴寿阳，别为行台，节度诸军，如有乖异，以军法从事。
han,天子以为然，拜骞为中郎将，将三百人，马各二匹，牛羊以万数，赍金币帛直数千巨万，多持节副使，道可使，使遗之他旁国。
han,悼侯三年卒，弟昭侯申立。
han,今青臣等又面谀以重陛下过，非忠臣也。
song,太后殂，承祖坐赃应死，削职禁锢于家，仍除悖义将军，封佞浊子，月余而卒。
han,曰：可。
han,履虽新，必关于足。
han,秦将王翦破赵，虏赵王，进兵北略地至燕南界。
han,人或说龙且曰：汉兵远斗穷战，其锋不可当。
han,王翦者，频阳东乡人也。
song,及宣城王诛诸王，皆令典签杀之，竟无一人能抗拒者。
song,懿遣裨将胡松、李居士帅众万余屯死虎。
han,德公十八年卒，弟桓公姑容立。
song,朝而问右丞相勃曰：天下一岁决狱几何？
han,一宫尽骇，以少君为神，数百岁人也。
song,壬戌，临川献王映卒。
han,开关通币，齐交韩、魏，至来年而王独取攻于秦，此王之所以事秦必在韩、魏之后也。
han,六年，与秦会应。
han,与韩王会新城，与魏王会新明邑。
han,愚者千虑，必有一得。
han,抚情效志兮，俯诎以自抑。
han,楚汉久相持未决，丁壮苦军旅，老弱罢转饟。
song,俭卒，孝嗣时为吴兴太守，征为五兵尚书。
han,骠骑将军去病与青有亲，射杀敢。
han,明年，取鲁之一城。
song,若无天命，何忽行此！
han,明年，助魏章攻楚，败楚将屈丐，取汉中地。
han,四年，与韩会于区鼠。
han,物莫能两大，陈衰，此其昌乎？
song,十一月，大赦。
han,其后世贬帝号，号为王。
han,六年，高祖五日一朝太公，如家人父子礼。
pre-qin,卿大夫不仁，不保宗庙；
song,乃遣卫尉胡谐之、检捕群小，敕之曰：子响若束手自归，可全其命。
han,项羽之东王彭城也，汉王还定三秦而东，殷王反楚。
pre-qin,用其二而民有殍，用其三而父子离。
song,所以勉强者，恐负陛下之爵禄故也。
pre-qin,燕人畔。
han,石作蜀字子明。
song,但吾摄御万机，庶几恶杀，可听特以功补过。
song,豫州刺史垣崇祖不亲附太子，会崇祖破魏兵，太祖召还朝，与之密谋。
song,昂亦不请降，开门撤备而已。
han,王一兴兵而攻荥阳，夫韩见必亡，安得不听乎？
han,金，兵；
han,西侵三晋，欲以并周室，为天子。
song,元景之从孙；
song,点，胤之兄也。
song,加以牛疫，民馁死者多。
han,颜高字子骄。
han,贵，不省士。
han,当斩，赎为庶人。
song,甲子，立皇子综为豫章王。
han,方今吴外困于楚，而内空无骨鲠之臣，是无如我何。
han,信乃使万人先行，出，背水陈。
han,汉王遁而西，婴从还，军于雍丘。
han,即帝位三年，东巡郡县，祠驺峄山，颂秦功业。
song,薛元嗣遣军主沈难当帅轻舸数千乱流来战，张惠绍等击擒之。
han,齐王大怒，折楚符而合于秦。
han,故骐骥不能与罢驴为驷，而凤皇不与燕雀为群，而贤者亦不与不肖者同列。
han,夹锺者，言阴阳相夹厕也。
han,赵王许张仪，张仪乃去。
han,其攻战，而所得卤获因以予之，得人以为奴婢。
han,汉王遣张耳与信俱，引兵东，北击赵、禽夏说阏与。
han,且陛下即问长安中盗贼数，君欲彊对邪？
han,王不备伍员，员必为乱。
song,黑恨之，寝食为之衰少；
han,叶阳君悝出之国，未至而死。
han,今过听杀人，罪当死。
song,喜先时数奉使东吴，性宽厚，所至人并怀之。
song,守郭筑堰，是吾不谏之策也。
song,春，正月，丙辰，以大司农刘楷为交州刺史，发南康、庐陵、始兴兵以讨叔献。
han,嫣侍上，出入永巷不禁，以奸闻皇太后。
song,外监会稽吕文度启上，民多逃亡避罪。
han,陈平乃夜出女子二千人荥阳城东门，楚因击之，陈平乃与汉王从城西门夜出去。
han,季历果立，是为王季，而昌为文王。
han,廉颇攻乐乘，乐乘走，廉颇亡入魏。
song,道成收养豪俊，宾客始盛。
han,留有宠哀公，哀公属之其弟司徒招。
han,令祠官宽舒等具泰一祠坛，坛放薄忌泰一坛，坛三垓。
han,程婴曰：朔之妇有遗腹，若幸而男，吾奉之；
han,八曰四时主，祠琅邪。
han,天子曰：骠骑将军率戎士逾乌盭，讨濮，涉狐奴，历五王国，辎重人众慑慴者弗取，冀获单于子。
han,陈馀曰：徒尽亡军。
han,君其勿复言，将令斯得罪。
han,常山王有罪，迁，天子封其弟于真定，以续先王祀，而以常山为郡。
song,而永宁尤盛，有金像高丈八者一，如中人者十，玉像二。
song,攻难不如攻易，宜先攻东关。
han,已又曰：某所有公田鱼池蒲苇数顷，陛下以赐臣，臣朔乃言。
han,公战不胜楚，楚塞三川守之，公不能救也。
song,魏主曰：古有待放之臣。
song,魏主将屠李氏，中书令崔光谏曰：李氏方妊，刑至刳胎，乃桀、纣所为，酷而非法。
song,御史中丞任昉奏弹曹景宗，上以其功臣，寝而不治。
han,其失次，有应见牵牛。
han,邹阳者，齐人也。
han,臣为太后子，终不能治天下。
song,上遣使宣慰，道固请降。
song,是岁，高昌王马儒遣司马王体玄入贡于魏，魏主遣明威将军韩安保迎之，儒遣左长史顾礼、右长史金城嘉将步骑一千五百迎安保，而安保不至；
song,太后以魏主尚幼，未能亲祭，欲代行祭事，礼官博议以为不可。
han,是岁，厘王卒，子桓惠王立。
han,吕臣军彭城东，项羽军彭城西，沛公军砀。
han,是岁，晋杀太子申生。
song,慧景称宣德太后令，废帝为吴王。
pre-qin,子之兄弟事之数十年，师死而遂倍之。
song,傥其微弱，直往擒之；
pre-qin,公孙丑曰：伊尹曰：予不狎于不顺。
song,陈显达之反也，帝复召诸王入宫。
han,不孰，足肣首仰有外。
han,郦生曰：弟言之。
han,闻沛公已定关中，大怒，使黥布等攻破函谷关。
han,其一候之营室、角、毕、箕、柳。
song,太傅道成以谢有重名，以为左长史。
han,戴王八年卒，子景立，至建始三年，十五岁，济北王兴居，齐悼惠王子，以东牟侯助大臣诛诸吕，功少。
song,天子儿过误杀人，有何大罪！
han,穆公曰：毋立冯，吾不可以负宣公。
han,八月，哀公如陉氏。
han,惠王数被于军旅，邹衍、淳于髡、孟轲皆至梁。
han,厉公自将，五月度河。
han,周昌至，谒高后，高后怒而骂周昌曰：尔不知我之怨戚氏乎？
song,皆曰：昔佛狸入寇，南平王士卒完盛，数倍于今，犹以郭大难守，退保内城。
song,叔献既得朝命，人情服从，遂发兵宁险，不纳焕。
han,祝兹侯徐厉为将军，军棘门；
han,小白详死，管仲使人驰报鲁。
song,九月，诏曰：农，天下之大本也，民所恃以生也；
han,卫君黔牟立八年，齐襄公率诸侯奉王命共伐卫，纳卫惠公，诛左右公子。
song,戊申，魏主李夫人生子宏。
song,魏以元为开府仪同三司、徐州刺史，镇彭城。
han,自子夏，犹云出见纷华盛丽而说，入闻夫子之道而乐，二者心战，未能自决，而况中庸以下，渐渍于失教，被服于成俗乎？
song,遣隆虑侯周灶将兵击南越。
han,得，首仰足开，内外相应；
pre-qin,得天下有道：得其民，斯得天下矣；
han,赵王因以括为将，代廉颇。
song,年登则常积，岁凶则直给。
song,丁巳，魏汾州山胡刘龙驹聚众反，侵扰夏州，诏谏议大夫薛和发东秦、汾、华、夏四州之众以讨之。
han,我岂匏瓜也哉，焉能系而不食？
han,其明年，乐乘、廉颇为赵围燕，燕重礼以和，乃解。
han,十年，楚灵王会诸侯而以伐吴之朱方，以诛齐庆封。
pre-qin,田野不辟，货财不聚，非国之害也。
han,三年，公子范袭邯郸，不胜而死。
han,秦闻公子在赵，日夜出兵东伐魏。
han,昭公年十九，犹有童心。
song,已亥，魏主济淮；
han,王听臣为之警四境之内，起师言救韩，命战车满道路，发信臣，多其车，重其币，使信王之救己也。
han,商事孝惠、高后时，商病，不治。
han,此四者，民所衣食之原也。
han,文王崩，武王即位。
song,昼接宾旅，夜半起，算军书，张灯达曙。
han,陛下恭让不恤，群臣私望，不敢越职而言。
song,卿虽疾，强为我北行，审观其势。
han,对曰：臣请以彫玉为棺，文梓为椁，楩枫豫章为题凑，发甲卒为穿圹，老弱负土，齐赵陪位于前，韩魏翼卫其后，
han,乃为佗亲冢在真定，置守邑，岁时奉祀。
song,又深信巫觋，每出先占利害。
han,遂胡服招骑射。
han,还，封破奴为浞野侯。
song,乞驰盐禁，与民共之！
han,苏代谓齐湣王曰：夫甘茂，贤人也。
han,陈轸适至秦，惠王曰：子去寡人之楚，亦思寡人不？
song,亮固请不已，癸亥，听亮逊位。
song,立皇子武为代王，参为太原王。
han,庄公五年，取齐女为夫人，好而无子。
han,淮阳太守怒，以让梁二千石。
han,莫敢不乐听，则王名成矣。
han,二老曰：臣非敢沮君军。
song,甲午，魏葬宣武皇帝于景陵，庙号世宗。
han,谨与太常臧、博士平等议曰：闻三代之道，乡里有教，夏曰校，殷曰序，周曰庠。
han,孔子曰：与之釜。
han,君召使傧，色勃如也。
han,足下何不归印，以兵属太尉？
han,赵若受我，秦怒，必攻赵。
han,怀公元年，吴破楚，在郢，召陈侯。
song,袁诱矜司马汝南常珍奇执矜，斩之，以珍奇代为太守。
han,惠公用虢射谋，不与秦粟，而发兵且伐秦。
han,梁襄王与太子嗣，韩宣王与太子仓来朝信宫。
song,况代京，宗庙山陵所托，王业所基，其为神乡福地，实亦远矣，今便同之郡国，臣窃不安。
song,夏，四月，魏秦文宣公胡国珍卒，赠假黄钺、相国、都督中外诸军事、太师，号曰太上秦公，葬以殊礼，赠仪卫，事极优厚。
song,司徒休仁还自寻阳，言于上曰：松滋仆兄弟尚在，将来非社稷计，宜早为之所。
han,筑长城，因地形，用制险塞，起临洮，至辽东，延袤万馀里。
han,后稷降播，农殖百谷。
han,还下郿、频阳。
han,中山复国，至赵武灵王时复灭中山，而乐氏后有乐毅。
song,魏于忠既居门下，又总宿卫，遂专朝政，权倾一时。
han,故此二子者，皆圣人也，犹不能无役身而涉世如此其污也，宋有富人，天雨墙坏。
song,魏勃绐邵平曰：王欲发兵，非有汉虎符验也。
song,丁亥，魏主如代汤泉；
han,晋闻齐乱，伐齐，至高唐。
song,五月，魏禁皇族，贵戚及士民之家不顾氏族，下与非类婚偶；
han,成王请食熊蹯而死，不听。
song,晖与卢昶皆有宠于魏主而贪纵，时人谓之饿虎将军、饥鹰侍中。
han,后帝弗臧，迁阏伯于商丘，主辰，商人是因，故辰为商星。
han,攻而不拔，秦兵必罢，陶邑必亡，则前功必弃矣。
song,锵命驾将入，复还内，与母陆太妃别，日暮不成行。
han,考公四年卒，立弟熙，是谓炀公。
han,绾愈恐，闭匿，谓其幸臣曰：非刘氏而王，独我与长沙耳。
pre-qin,将彻，必请所与。
han,善为笑言，然合于大道，秦始皇时，置酒而天雨，优旃见而哀之，谓之曰：汝欲休乎？
song,太子夜归，入宫，太祖亦停门待之。
song,萧宝寅遣轻车将军刘智文等渡淮，攻破三垒；
song,壬申，如崞山。
song,是岁，魏宗正卿元树来奔，赐爵邺王。
han,成王恽元年，结旧好于诸侯。
han,其舍人陈恢曰：死未晚也。
han,吕后曰：信言恨不用蒯通计。
han,昔者管夷吾射桓公中其钩，篡也；
han,当出不出，未当入而入，天下偃兵，兵在外，入。
han,须贾知之，大怒，以为睢持魏国阴事告齐，故得此馈，还其金。
han,沛公立为汉王，赐歙爵建武侯，迁为骑都尉。
han,我军虽烦扰，然虏亦不得犯我。
han,元年，汉兴已六十馀岁矣，天下乂安，而上乡儒术，招贤良，赵绾、王臧等以文学为公卿，欲议古立明堂城南，以朝诸侯。
song,若谓臣惮行求还，任其处分，臣止以单骑随之东西。
han,万有力，病此言，遂以局杀湣公于蒙泽。
song,胜之不能益军势，不胜足以挫军威。
han,夫表德章义，所以率俗厉化，圣王之制，不易之道也。
han,十二年，使仲由毁三桓城，收其甲兵。
song,诚能反是，天下幸甚。
han,王夫人以闻武帝。
han,赵奢于是与廉颇、蔺相如同位。
han,又召乐乘而问焉，乐乘对如廉颇言。
han,夫吴，城高以厚，地广以深，甲坚以新，士选以饱，重器精兵尽在其中，又使明大夫守之，此易伐也。
han,久之，濮阳严仲子事韩哀侯，与韩相侠累有却。
han,侍者曰：甚是。
han,西北，戎菽为，小雨，趣兵；
han,秋，齐、宋、卫、郑、曹、许君皆会赵盾，盟于扈，以灵公初立故也。
song,若侵虏境，则司、雍之寇自然分矣。
song,东军主凡七十六人，临陈斩十七人，其余皆原宥。
han,臣非以淮南之兵足以亡楚也。
pre-qin,知其罪者，惟孔距心。
han,与秦昭王争重为帝，诸侯皆欲背秦而服于齐。
han,广从弟李蔡亦为郎，皆为武骑常侍，秩八百石。
song,魏初，民多荫附；
han,脩周政，与天下更始。
han,太师若曰：王子，天笃下菑亡殷国，乃毋畏畏，不用老长。
song,太后以吕产女为王后，王后从官皆诸吕，擅权，微伺赵王，赵王不得自恣。
han,是以圣人制礼节欲，取于民有度，使之以时，用之有止，故志不溢，行不骄，昔者齐桓公九合诸侯，一匡天下，至于葵丘之会，有骄矜之志，畔者九国。
song,魏沙门统昙曜奏：即为僧祗户，粟为僧祗粟，遇凶岁，赈给饥民。
han,灵王三年六月，楚使使告晋，欲会诸侯。
han,非有异也，故弗论箸也。
han,退而揖巫马旗曰：吾闻君子不党，君子亦党乎？
han,朕承祖考，祖者先也，考者父也。
han,遂祠三神于百邑，使原过主霍泰山祠祀。
song,若灾眚在我，禳之何益！
han,九天巫，祠九天：皆以岁时祠宫中。
han,西方，有兵；
song,名刺皆已焚，勿忧惧也。
pre-qin,自生民以来，未有夫子也。
song,弥博凶悖，所部恶之；
han,司马错与张仪争论于惠王之前，司马错欲伐蜀，张仪曰：不如伐韩。
han,昭公卒而六卿彊，公室卑。
song,乙酉，崔文仲遣军主陈靖拔魏竹邑，杀戍主白仲都；
song,孝祖忽至，众力不少，并伧楚壮士；
han,上自往，喜曰：豨不南据漳水，北守邯郸，知其无能为也。
han,王无重世之德于韩、魏，而有累世之怨焉。
song,主上屈法申恩，吞舟是漏，将军松柏不翦，高台未倾，而将军鱼游于沸鼎之中，燕巢于飞幕之上，自求多福。
han,札虽不材，原附于子臧之义。
han,大赦，置寿宫神君。
han,昔先王之定国家，必先龟策日月，而后乃敢代；
han,昔东瓯王敬鬼，寿百六十岁。
song,及邢峦为梁州，獠近者皆安堵乐业，远者不敢为寇。
han,汉与匈奴约为兄弟，所以遗单于甚厚。
song,又该综百氏，尝与门人夜集，客虞求詹事五官，勉正色曰：今夕止可谈风月，不可及公事。
han,郦食其子疥数将兵，上以其父故，封疥为高梁侯。
song,后之子孙，日蹙百里。
song,丁亥，庐江太守闻喜裴邃克魏羊石城，庚寅，又克霍丘城。
song,淮南王以此，归国益骄恣，出入称警跸，称制拟于天子。
han,非其任，强必灌之。
han,今王不灭，后必悔之。
han,其仆曰：吴起为人节廉而自喜名也。
han,齐王韩信习楚风俗，徙为楚王，都下邳。
han,亢者，言万物亢见也。
han,是君上骄主心，下恣群臣，求以成大事，难矣。
han,北地都尉邢山从骠骑将军获王，以千二百户封山为义阳侯。
han,君不如肉袒伏斧质请罪，则幸得脱矣。
han,以试第次，补廷尉史。
han,夫救赵，高义也；
pre-qin,孟子曰：君子之厄于陈蔡之闲，无上下之交也。
han,夫三河在天下之中，若鼎足，王者所更居也，建国各数百千岁，土地小狭，民人众，都国诸侯所聚会，故其俗纤俭习事。
han,至以卜筮射蛊道，巫蛊时或颇中。
song,河内太守陆闻禧败，魏朝以于禧未败之前不收捕通，责其通情，征诣廷尉，死狱中。
han,晋定公二十一年，简子拔邯郸，中行文子奔柏人。
han,材能不及中人，非有仲尼、墨翟之贤，陶朱、猗顿之富也。
song,冬，十月，戊寅朔，魏主如金墉城，征穆亮，使与尚书李冲、将作大匠董尔经营洛都。
han,君欲用之以移齐俗，非所以先细民也。
han,数年而孝景即位。
song,离京师之日，宰辅有言，以为君能自知其过，若其不悛，祸难将至矣。
song,或用重钱，平称不受。
song,仪卫至东府门，安成王令门者勿开，以待袁司徒。
han,季布召见，谢，上拜为郎中。
song,置仗人防守，谓之屏除，亦谓长长围。
han,官牛畜为师，荀欣为中尉，徐越为内史，赐相国衣二袭。
song,乙丑，以护军将军崔慧景为平南将军，督众军击显达；
han,平公四年卒，子悼公午立。
han,方与反，与战，却适。
han,而屏风后常有侍史，主记君所与客语，问亲戚居处。
han,年钧择贤，义钧则卜之。
song,丁未，车骑将军王肃帅步骑十万赴之；
han,秦将诈称二世使人遗李良书，不封，曰：良尝事我得显幸。
han,春以脯酒为岁祠，因泮冻，其牲用牛犊各一，自华以西，名川四。
han,王安五年，秦攻韩，韩急，使韩非使秦，秦留非，因杀之。
han,十六年，晋平公即位。
song,约惧，犹坐如初；
song,伏名敦之侵魏也，阿伏至罗谏，不听。
pre-qin,放太甲于桐，民大悦。
song,魏东平王道符反于长安，杀副将驸马都尉万古真等，丙午，司空和其奴等将殿中兵讨之。
han,兆应信诚于内，而时人明察见之于外，可不谓两合者哉！
han,不得入于鲁，假途于邹。
han,传爰书，并取鼠与肉，具狱磔堂下。
song,大赦，改元延兴。
han,南有碣石、雁门之饶，北有枣栗之利，民虽不佃作而足于枣栗矣。
han,人或说秦昭王曰：孟尝君贤，而又齐族也，今相秦，秦其危矣。
han,鞠武曰：敬诺。
han,女子则鼓鸣瑟，跕屣，入后宫，遍诸侯。
han,辟彊曰：帝毋壮子，太后畏君等。
han,弘羊又请令吏得入粟补官，及罪人赎罪。
pre-qin,去齐，接淅而行，去他国之道也。
han,荆轲奉樊於期头函，而秦舞阳奉地图柙，以次进。
song,元起舍琕，径围州城；
han,八月也，律中南吕。
han,朱公居陶，生少子。
song,六月，丁亥，上如琅邪城。
han,二人弑懿公车上，弃竹中而亡去。
han,四十馀日，军饿，赵括出锐卒自博战，秦军射杀赵括。
han,从曰：人将忍王。
han,臣闻之，敌不可假，时不可失。
han,三年，国大乱，百姓恫恐。
song,春，正月，魏大赦，改元熙平。
han,六年，攻齐，拔高唐。
han,传曰：富为上，贵次之；
han,子公怒，公怒，欲杀子公。
song,春，正月，上祀南郊，大赦。
song,思誉，业，皆丕之子也。
pre-qin,曰：奚为后我？
song,官调更胜旧日。
han,贫富之道，莫之夺予，而巧者有馀，拙者不足。
han,蔡叔度，有世家言。
han,于是齐王嘉之，皆命曰列大夫，高门大屋，尊宠之。
han,铁则千里往往山出釭置：皆中国人民所喜好，谣俗被服饮食奉生送死之具也。
song,上皆加褒赏，或以表付外，使有司详择所宜，奏行之。
song,本虑其剽勇轻速，决于一战；
han,郦生留宿卧，逾城而下报沛公。
song,邓琬称说符瑞，诈称受路太后玺书，帅将佐上尊号于晋安王子勋。
song,舅少有立功之志，若能控济义勇，还奉朝廷，非唯匡主静乱，乃可以垂名竹帛。
han,鲁欲背晋合于楚，或谏，乃不。
han,久之，荆轲未有行意。
song,有司奏：冀州民三千人称禧清明有惠政，魏主诏曰：未必今宜；
han,尝从武安侯饮，坐中有九十馀老人，老人为儿时从其大父，识其处，一坐尽惊。
han,以梦所见视群臣百吏，皆非也。
song,癸丑，以尚书右仆射王莹为左仆射，太子詹事柳惔为右仆射。
pre-qin,人之有是四端也，犹其有四体也。
han,将以照千里，岂特十二乘哉！
han,昆莫起拜赐，其他如故。
song,遂射慧景军，因合战。
han,周欲以上卿礼管仲，管仲顿首曰：臣陪臣，安敢！
